EQUIP_ID,EQUIP_DESCN,EQUIP_PARENT
20057960,M601H108 Hopper-XT60 Stainless Calmag,0601-170-480-260
20057961,M601H107 Hopper-XH60 Urea,0601-170-480-260
20057962,M601H106 Hopper-XH21 Super,0601-170-480-260
20057963,M601H105 Hopper-VH30 Calmag Intake,0601-170-480-260
20057964,M601H104 Hopper-VH20 Urea Hopper Batch,0601-170-480-260
20057965,M601F103 Fan-XPWet Scrubber Exhaust,0601-170-480-040
20057966,M601F102 Fan-XM16 Blower,0601-170-480-040
20057967,M601F101 Fan-XF51 Cyclone Extractor,0601-170-480-040
20057968,M601F100 Fan-XF Fan Dust Collector XF10,0601-170-480-040
20057969,M601X101 Elevator-XX40 Discharge,0601-170-480-050
20057970,M601X100 Elevator-XX30 Calmag,0601-170-480-050
20057971,M601E202 Elect-Switchboard #3,0601-170-480-090
20057972,M601E201 Elect-Switchboard #2,0601-170-480-090
20057973,M601E200 Elect-Switchboard #1,0601-170-480-090
20057974,M601S116 Screw-XS66 Mixing,0601-170-480-050
20057975,M601S115 Screw-XS65 Lime Transfer - Mix,0601-170-480-050
20057976,NDM559 Misc-'C' 0.3t Rotary feeder,2201-110-080-050
60100001,Bund - Storage Tank - Acid,0601-170-470
60100002,Conv - Pebbles Kenan Mixer Wagon,0601-170-480
60100003,Elec - Switchroom - CalMag 11000V,0501-160-310
60100004,Elec - Switchroom - No1 Powerhouse,0501-160-310
60100005,ELEC - Weigh System Vac-u-mac Tank,0601-170-470
60100006,Elect - MCC/PLC - Suspension Plant,0601-170-470
60100007,Elect-Control Panel- Bag Plant,0601-160-100
60100008,Elect-Control Panel- Despatch Plant 1,0601-160-111
60100009,Elect-Control Panel- Raw Materials Intake,0601-160-010
60100010,Elect-Electrical- Bag Plant,0601-160-100
60100011,Elect-Electrical- Despatch 3,0601-160-113
60100012,Elect-Electrical- Despatch Plant 1,0601-160-111
60100013,Elect-Electrical- Despatch 2,0601-160-112
60100014,Elect-Electrical- Raw Materials Intake,0601-160-010
60100015,Elect-Electrical- Stormwater,0601-160-350
60100016,Elect-Electrical- Stormwater Pond MCC/PLC/HMI,0601-160-350
60100017,Elect-Electrical- Stormwater Pond Switchboard,0601-160-350
60100018,Elect-MCC/Switchboard- Raw Materials Intake,0601-160-010
60100019,Hopper-Intake,0601-160-010
60100020,Inst -  Analysis - Stormwater Pond pH,0601-160-350
60100021,Inst -  Conductivity - Acid Tank Conductivity/Concetration,0601-170-470
60100022,Inst -  Conductivity - Stormwater Pond,0601-160-350
60100023,inst - Flow - Acid Transfer Flow Switch,0601-170-470
60100024,inst - Flow - Liquid 19N Despatch,0601-170-470
60100025,inst - Flow - Safety Shower Flow Switch,0601-170-470
60100026,inst - Flow - Stormwater Pond  Weir Outflow,0601-160-350
60100027,inst - Flow - Suspensions Despatch,0601-170-470
60100028,Inst - Level - Acid Tank Bund HiHi Level Switch,0601-170-470
60100029,Inst - Level - Acid Tank HiHi Level Switch,0601-170-470
60100030,Inst - Level - DAP Silo,0601-170-470
60100031,Inst - Level - Potash Silo,0601-170-470
60100032,Inst - Level - Tank 2,0601-170-470
60100033,Inst - Level - Tank 3,0601-170-470
60100034,Inst - Level - Tank 6,0601-170-470
60100035,Inst - Pressure - Acid Purge Line,0601-170-470
60100036,MISC  - Platforms - Stormwater,0601-160-350
60100037,MISC -  Shuttle Traverse - Super Store,0601-160-010
60100038,MISC -  Shuttle Traverse - Urea(G/Bays),0601-160-010
60100039,MISC -  Shuttle Traverse -Despatch 3,0601-160-113
60100040,MISC -  Shuttle Traverse -HA,0601-160-010
60100041,MISC -  Shuttle Traverse -Speed Belt,0601-160-010
60100042,MISC -  Shuttle Winch -Despatch 3,0601-160-113
60100043,MISC -  Spill Kits,0601-160-370
60100044,MISC - Air Compressor - Standby,0601-160-300
60100045,MISC - Fire Hydrants,0601-160-340
60100046,MISC - Hammer Mill,0601-160-112
60100047,MISC - Pebbles Kenan Mixer Wagon,0601-170-480
60100048,MISC - Platforms - Bagology,0601-160-100
60100049,MISC - Platforms - Coated Urea,0601-170-480
60100050,MISC - Platforms - Despatch 1,0601-160-111
60100051,MISC - Platforms - Despatch 2,0601-160-112
60100052,MISC - Platforms - Despatch 3,0601-160-113
60100053,MISC - Platforms - Suspension,0601-170-470
60100054,MISC - Platforms - Switchroom,0501-160-310
60100055,MISC - Product Bins and Hoppers,0601-160-020
60100056,Misc - Vibrator - DAP Silo,0601-170-470
60100057,Misc - Vibrator - Potash Silo,0601-170-470
60100058,MISC - Vibrator - Raw Materials Intake Hopper,0601-160-010
60100059,MISC - Vibrator - Urea Hopper,0601-160-111
60100060,Misc - Vibrator - Urea Intake Hopper,0601-170-470
60100061,Misc - Vibrator -DAP/Potash Hopper,0601-170-470
60100062,New Tank,0601-170-470
60100063,Pipes - Stormwater Pond Recirculation,0601-160-350
60100064,Pipes - Underground,0601-160-350
60100065,Piping - Despatch,0601-170-470
60100066,Process Control - Soft,0601-160-100
60100067,Process Control - Soft,0601-160-112
60100068,Process Control - Soft,0601-170-470
60100069,Process Control - Soft,0601-170-480
60100070,Pump - Pebbles Kenan Mixer Wagon Hydraulic,0601-170-480
60100071,Pump - Stormwater Pond Recirculation,0601-160-350
60100072,Pump- Agrotain Dosing,0601-160-010
60100074,Scales - Portable,0601-160-100
60100075,Scales - Portable,0601-170-470
60100076,Scales - Portable,0601-160-111
60100077,Scales - Portable,0601-160-112
60100078,Scales - Portable,0601-160-113
60100079,Screen - Bag Plant,0601-160-100
60100080,Screen- Elevtaor Discharge,0601-160-112
60100081,Stormwater Ponds,0601-160-350
60100082,Sumps - Site Wide Stormwater,0601-160-350
60100083,SUSPMP105 - Acid Transfer Pump,0601-170-470
60100084,Valve - Automatic - Acid purge,0601-170-470
60100085,Valve - Automatic - Acid Transfer,0601-170-470
60100086,Valve - Automatic - Liquid 19N Despatch,0601-170-470
60100087,Valve - Automatic - Suspensions Despatch,0601-170-470
60100088,Valve - Fluidising,0601-170-480
60100089,Valve - Manual - Despatch,0601-170-470
60100090,Valve - Manual - Manufacture,0601-170-470
60100091,Valve - Manual - Manufacture,0601-170-480
60100092,Valve - Pebbles Kenan Mixer Wagon Gate,0601-170-480
60100093,Valve - Stormwater Pond Outlet,0601-160-350
60100094,Valve - XV20 Batch Tank Recovery,0601-170-480
60100095,Valve - XV21 Batch Tank Transfer,0601-170-480
60100096,Valve - XV22 Hot Water Make Up Cold water Supply,0601-170-480
60100097,Valve - XV71 Hot Water Make Up Tank Outlet,0601-170-480
60100098,Winch - Pump Lifting Winch,0601-160-350
60100099,Inst - Level - Acid Tank,0601-170-470
0201-080,Acid Plant,201
0201-080-020,Bulk storage,0201-080
0201-080-120,Sulphur Melting,0201-080
0201-080-140,Sulphur - Hi Spec,0201-080
0201-080-150,Boiler  System,0201-080
0201-080-155,Steam System,0201-080
0201-080-160,Sulphur gas system,0201-080
0201-080-170,Acid system,0201-080
0201-080-180,Acid Plant other,0201-080
0201-080-440,Vehicles,0201-080
0201-090,Rockstore,201
0201-090-020,Bulk storage,0201-090
0201-100,Acidulation,201
0201-100-430,Buildings General,0201-100
0201-110,Despatch,201
0201-110-020,Bulk storage,0201-110
0201-110-440,Vehicles,0201-110
0301-160,Customer Service Centers,301
0301-160-070,Despatch Screening,0301-160
0301-160-070-210,Separating Equipment,0301-160-070
0301-160-080,Despatch Blending,0301-160
0301-160-080-010,"Agitators, Mixers or Blenders",0301-160-080
0301-160-080-050,Conveying Equipment,0301-160-080
0301-160-080-070,"Disintegrators, Crushers, Grinders",0301-160-080
0301-160-080-150,Mechanical Equipment,0301-160-080
0301-160-080-260,"Vessels, Tanks, Hoppers",0301-160-080
0301-160-100,Bagging,0301-160
0301-160-100-020,Bagging Systems,0301-160-100
0301-160-100-040,"Compressors, Blowers, Fans",0301-160-100
0301-160-100-050,Conveying Equipment,0301-160-100
0301-160-100-150,Mechanical Equipment,0301-160-100
0301-160-100-260,"Vessels, Tanks, Hoppers",0301-160-100
0301-160-100-270,Weighing Equipment,0301-160-100
0301-160-310,Electrical Distribution,0301-160
0301-160-310-090,Electrical Equipment,0301-160-310
0301-160-350,Stormwater,0301-160
0301-160-350-170,"Pits, Sumps and Bunds",0301-160-350
0301-160-370,Roading and Grounds,0301-160
0301-160-370-220,Site Services Equipment,0301-160-370
0301-160-430,Buildings General,0301-160
0301-160-430-030,Building or Structures,0301-160-430
0301-160-440,Vehicles,0301-160
0301-160-440-250,Vehicles,0301-160-440
0301-160-450,Site General,0301-160
0301-160-450-220,Site Services Equipment,0301-160-450
0401-160,Customer Service Centers,401
0401-160-111,Despatch Plant 1,0401-160
0401-160-111-010,"Agitators, Mixers or Blenders",0401-160-111
0401-160-111-050,Conveying Equipment,0401-160-111
0401-160-111-070,"Disintegrators, Crushers, Grinders",0401-160-111
0401-160-111-090,Electrical Equipment,0401-160-111
0401-160-111-120,Instrumentation and Automation,0401-160-111
0401-160-111-150,Mechanical Equipment,0401-160-111
0401-160-111-210,Separating Equipment,0401-160-111
0401-160-111-270,Weighing Equipment,0401-160-111
0401-160-300,Plant Air,0401-160
0401-160-310,Electrical Distribution,0401-160
0401-160-310-090,Electrical Equipment,0401-160-310
0401-160-350,Stormwater,0401-160
0401-160-350-170,"Pits, Sumps and Bunds",0401-160-350
0401-160-370,Roading and Grounds,0401-160
0401-160-370-220,Site Services Equipment,0401-160-370
0401-160-430,Buildings General,0401-160
0401-160-430-030,Building or Structures,0401-160-430
0401-160-430-090,Electrical Equipment,0401-160-430
0401-160-440,Vehicles,0401-160
0401-160-440-250,Vehicles,0401-160-440
0401-160-450,Site General,0401-160
0401-160-450-220,Site Services Equipment,0401-160-370
0401-160-999,Service Centre,0401-160
0401-160-999-050,Conveying Equipment,0401-160-999
0401-160-999-260,"Vessels, Tanks, Hoppers",0401-160-999
0401-160-999-270,Weighing Equipment,0401-160-999
0501-160,Customer Service Center,501
0501-160-111,Despatch Plant 1,0501-160
0501-160-300,Plant Air,0501-160
0501-160-310,Electrical Distribution,0501-160
0501-160-430,Buildings General,0501-160
0501-160-999,Service Centre,0501-160
0501-160-999-030,Building or Structures,0501-160-999
0501-160-999-220,Site Services Equipment,0501-160-999
0501-160-999-250,Vehicles,0501-160-999
0501-160-999-270,Weighing Equipment,0501-160-999
0601-160,Customer Service Centers,601
0601-160-010,Raw Material Intake,0601-160
0601-160-010-030,Building or Structures,0601-160-010
0601-160-010-050,Conveying Equipment,0601-160-010
0601-160-010-090,Electrical Equipment,0601-160-010
0601-160-010-150,Mechanical Equipment,0601-160-010
0601-160-010-190,Pumps,0601-160-010
0601-160-010-260,"Vessels, Tanks, Hoppers",0601-160-010
0601-160-020,Bulk storage,0601-160
0601-160-020-030,Building or Structures,0601-160-020
0601-160-020-090,Electrical Equipment,0601-160-020
0601-160-020-260,"Vessels, Tanks, Hoppers",0601-160-020
0601-160-080,Despatch Blending,0601-160
0601-160-080-010,"Agitators, Mixers or Blenders",0601-160-080
0601-160-080-671,NULL,0601-160-080
0601-160-100,Bagging,0601-160
0601-160-100-030,Building or Structures,0601-160-100
0601-160-100-050,Conveying Equipment,0601-160-100
0601-160-100-090,Electrical Equipment,0601-160-100
0601-160-100-150,Mechanical Equipment,0601-160-100
0601-160-100-210,Separating Equipment,0601-160-100
0601-160-100-260,"Vessels, Tanks, Hoppers",0601-160-100
0601-160-100-270,Weighing Equipment,0601-160-100
0601-160-110,Despatch other,0601-160
0601-160-110-260,"Vessels, Tanks, Hoppers",0601-160-110
0601-160-111,Despatch Plant 1,0501-160
0601-160-111-030,Building or Structures,0601-160-111
0601-160-111-050,Conveying Equipment,0601-160-111
0601-160-111-070,"Disintegrators, Crushers, Grinders",0601-160-111
0601-160-111-090,Electrical Equipment,0601-160-111
0601-160-111-150,Mechanical Equipment,0601-160-111
0601-160-111-210,Separating Equipment,0601-160-111
0601-160-111-260,"Vessels, Tanks, Hoppers",0601-160-111
0601-160-111-270,Weighing Equipment,0601-160-111
0601-160-112,Despatch Plant 2,0501-160
0601-160-112-030,Building or Structures,0601-160-020
0601-160-112-050,Conveying Equipment,0601-160-112
0601-160-112-070,"Disintegrators, Crushers, Grinders",0601-160-112
0601-160-112-090,Electrical Equipment,0601-160-112
0601-160-112-150,Mechanical Equipment,0601-160-112
0601-160-112-210,Separating Equipment,0601-160-112
0601-160-112-260,"Vessels, Tanks, Hoppers",0601-160-112
0601-160-112-270,Weighing Equipment,0601-160-112
0601-160-113,Despatch Plant 3,0601-160
0601-160-113-030,Building or Structures,0601-160-020
0601-160-113-050,Conveying Equipment,0601-160-113
0601-160-113-070,"Disintegrators, Crushers, Grinders",0601-160-113
0601-160-113-090,Electrical Equipment,0601-160-113
0601-160-113-150,Mechanical Equipment,0601-160-113
0601-160-113-210,Separating Equipment,0601-160-113
0601-160-113-260,"Vessels, Tanks, Hoppers",0601-160-113
0601-160-113-270,Weighing Equipment,0601-160-113
0601-160-150,Boiler  System,0601-160
0601-160-150-260,"Vessels, Tanks, Hoppers",0601-160-150
0601-160-300,Plant Air,0601-160
0601-160-300-040,"Compressors, Blowers, Fans",0601-160-300
0601-160-310,Electrical Distribution,0601-160
0601-160-310-030,Building or Structures,0601-160-310
0601-160-310-090,Electrical Equipment,0601-160-310
0601-160-340,Townwater,0601-160
0601-160-340-160,Piping Systems,0601-160-340
0601-160-340-220,Site Services Equipment,0601-160-340
0601-160-350,Stormwater,0601-160
0601-160-350-030,Building or Structures,0601-160-350
0601-160-350-090,Electrical Equipment,0601-160-350
0601-160-350-120,Instrumentation and Automation,0601-160-350
0601-160-350-150,Mechanical Equipment,0601-160-350
0601-160-350-160,Piping Systems,0601-160-350
0601-160-350-170,"Pits, Sumps and Bunds",0601-160-350
0601-160-350-190,Pumps,0601-160-350
0601-160-350-240,Valves,0601-160-350
0601-160-360,Effluent,0601-160
0601-160-360-220,Site Services Equipment,0601-160-360
0601-160-370,Roading and Grounds,0601-160
0601-160-370-220,Site Services Equipment,0601-160-370
0601-160-370-225,Site Safety Equipment,0601-160-370
0601-160-430,Buildings General,0601-160
0601-160-430-030,Building or Structures,0601-160-020
0601-160-440,Vehicles,0601-160
0601-160-440-250,Vehicles,0601-160-440
0601-170,Specialised Manufacturing,601
0601-170-470,Liquid Suspension,0601-170
0601-170-470-010,"Agitators, Mixers or Blenders",0601-170-470
0601-170-470-030,Building or Structures,0601-170-470
0601-170-470-050,Conveying Equipment,0601-170-470
0601-170-470-090,Electrical Equipment,0601-170-470
0601-170-470-120,Instrumentation and Automation,0601-170-470
0601-170-470-150,Mechanical Equipment,0601-170-470
0601-170-470-160,Piping Systems,0601-170-470
0601-170-470-170,"Pits, Sumps and Bunds",0601-170-470
0601-170-470-190,Pumps,0601-170-470
0601-170-470-210,Separating Equipment,0601-170-470
0601-170-470-260,"Vessels, Tanks, Hoppers",0601-170-470
0601-170-480,Coated Urea,0601-170
0601-170-480-010,"Agitators, Mixers or Blenders",0601-170-480
0601-170-480-030,Building or Structures,0601-170-480
0601-170-480-040,"Compressors, Blowers, Fans",0601-170-480
0601-170-480-050,Conveying Equipment,0601-170-480
0601-170-480-080,Driers,0601-170-480
0601-170-480-090,Electrical Equipment,0601-170-480
0601-170-480-150,Mechanical Equipment,0601-170-480
0601-170-480-190,Pumps,0601-170-480
0601-170-480-210,Separating Equipment,0601-170-480
0601-170-480-240,Valves,0601-170-480
0601-170-480-260,"Vessels, Tanks, Hoppers",0601-170-480
0601-170-480-440,Vehicles,0601-170-480
0701-160,Customer Service Center,701
0701-160-111,Despatch Plant 1,0701-160
0701-160-300,Plant Air,0701-160
0701-160-310,Electrical Distribution,0701-160
0701-160-430,Buildings General,0701-160
0701-160-430-030,Building or Structures,0701-160-430
0701-160-999,Service Centre,0701-160
0701-160-999-010,"Agitators, Mixers or Blenders",0701-160-999
0701-160-999-050,Conveying Equipment,0701-160-999
0701-160-999-090,Electrical Equipment,0701-160-999
0701-160-999-150,Mechanical Equipment,0701-160-999
0701-160-999-170,"Pits, Sumps and Bunds",0701-160-999
0701-160-999-220,Site Services Equipment,0701-160-999
0701-160-999-250,Vehicles,0701-160-999
0701-160-999-260,"Vessels, Tanks, Hoppers",0701-160-999
0701-160-999-270,Weighing Equipment,0701-160-999
0801-160,Customer Service Center,801
0801-160-010,Bulk Material - Intake,0801-160
0801-160-100,Bagging,0801-160
0801-160-111,Despatch Plant 1,0801-160
0801-160-300,Plant Air,0801-160
0801-160-310,Electrical Distribution,0801-160
0801-160-350,Stormwater,0801-160
0801-160-370,Roading and Grounds,0801-160
0801-160-430,Buildings General,0801-160
0801-160-440,Vehicles,0801-160
0801-160-450,Site General,0801-160
0801-160-999,Service Centre,0801-160
0801-160-999-010,"Agitators, Mixers or Blenders",0801-160-999
0801-160-999-020,Bagging Systems,0801-160-999
0801-160-999-030,Building or Structures,0801-160-999
0801-160-999-050,Conveying Equipment,0801-160-999
0801-160-999-070,"Disintegrators, Crushers, Grinders",0801-160-999
0801-160-999-090,Electrical Equipment,0801-160-999
0801-160-999-150,Mechanical Equipment,0801-160-999
0801-160-999-170,"Pits, Sumps and Bunds",0801-160-999
0801-160-999-190,Pumps,0801-160-999
0801-160-999-210,Separating Equipment,0801-160-999
0801-160-999-220,Site Services Equipment,0801-160-999
0801-160-999-250,Vehicles,0801-160-999
0801-160-999-260,"Vessels, Tanks, Hoppers",0801-160-999
0801-160-999-270,Weighing Equipment,0801-160-999
0801-170,Specialised Manufacturing,801
0801-170-470,Liquid Suspension,0801-170
0901-160,Customer Service Center,901
0901-160-010,Raw Material Intake,0901-160
0901-160-010-050,Conveying Equipment,0901-160-010
0901-160-010-260,"Vessels, Tanks, Hoppers",0901-160-010
0901-160-100,Bagging,0901-160
0901-160-100-260,"Vessels, Tanks, Hoppers",0901-160-100
0901-160-110,Despatch other,0901-160
0901-160-110-270,Weighing Equipment,0901-160-110
0901-160-111,Despatch Plant 1,0901-160
0901-160-111-010,"Agitators, Mixers or Blenders",0901-160-111
0901-160-111-050,Conveying Equipment,0901-160-111
0901-160-111-210,Separating Equipment,0901-160-111
0901-160-112,Despatch Plant 2,0901-160
0901-160-300,Plant Air,0901-160
0901-160-310,Electrical Distribution,0901-160
0901-160-310-090,Electrical Equipment,0901-160-310
0901-160-350,Stormwater,0901-160
0901-160-350-220,Site Services Equipment,0901-160-350
0901-160-370,Roading and Grounds,0901-160
0901-160-370-220,Site Services Equipment,0901-160-370
0901-160-370-225,Site Safety Equipment,0901-160-450
0901-160-430,Buildings General,0901-160
0901-160-430-030,Building or Structures,0901-160-430
0901-160-440,Vehicles,0901-160
0901-160-440-250,Vehicles,0901-160-440
0901-160-450,Site General,0901-160
0901-160-999-050,Conveying Equipment,0801-160-999
0901-160-999-210,Separating Equipment,0801-160-999
0901-160-999-260,"Vessels, Tanks, Hoppers",0801-160-999
1010-160,Customer Service Center,1010
1010-160-100,Bagging,1010-160
1010-160-111,Despatch Plant 1,1010-160
1010-160-300,Plant Air,1010-160
1010-160-310,Electrical Distribution,1010-160
1010-160-350,Stormwater,1010-160
1010-160-360,Effluent,1010-160
1010-160-370,Roading and Grounds,1010-160
1010-160-430,Buildings General,1010-160
1010-160-450,Site General,1010-160
1010-160-999,Service Centre,1010-160
1010-160-999-010,"Agitators, Mixers or Blenders",1010-160-999
1010-160-999-030,Building or Structures,1010-160-999
1010-160-999-050,Conveying Equipment,1010-160-999
1010-160-999-090,Electrical Equipment,1010-160-999
1010-160-999-210,Separating Equipment,1010-160-999
1010-160-999-220,Site Services Equipment,1010-160-999
1010-160-999-250,Vehicles,1010-160-999
1011-160,Customer Service Center,1011
1011-160-111,Despatch Plant 1,1011-160
1011-160-300,Plant Air,1011-160
1011-160-310,Electrical Distribution,1011-160
1011-160-370,Roading and Grounds,1011-160
1011-160-430,Buildings General,1011-160
1011-160-999,Service Centre,1011-160
1011-160-999-010,"Agitators, Mixers or Blenders",1011-160-999
1011-160-999-030,Building or Structures,1011-160-999
1011-160-999-050,Conveying Equipment,1011-160-999
1011-160-999-090,Electrical Equipment,1011-160-999
1011-160-999-170,"Pits, Sumps and Bunds",1011-160-999
1011-160-999-220,Site Services Equipment,1011-160-999
1011-160-999-250,Vehicles,1011-160-999
1011-160-999-260,"Vessels, Tanks, Hoppers",1011-160-999
1011-160-999-270,Weighing Equipment,1011-160-999
1012-160,Customer Service Center,1012
1012-160-020,Bulk storage,1012-160
1012-160-100,Bagging,1012-160
1012-160-111,Despatch Plant 1,1012-160
1012-160-300,Plant Air,1012-160
1012-160-310,Electrical Distribution,1012-160
1012-160-350,Stormwater,1012-160
1012-160-370,Roading and Grounds,1012-160
1012-160-430,Buildings General,1012-160
1012-160-450,Site General,1012-160
1012-160-999,Service Centre,1012-160
1012-160-999-030,Building or Structures,1012-160-999
1012-160-999-150,Mechanical Equipment,1012-160-999
1012-160-999-250,Vehicles,1012-160-999
1013-160,Customer Service Center,1013
1013-160-010,Bulk Material - Intake,1013-160
1013-160-100,Bagging,1013-160
1013-160-111,Despatch Plant 1,1013-160
1013-160-300,Plant Air,1013-160
1013-160-310,Electrical Distribution,1013-160
1013-160-350,Stormwater,1013-160
1013-160-360,Effluent,1013-160
1013-160-370,Roading and Grounds,1013-160
1013-160-430,Buildings General,1013-160
1013-160-440,Vehicles,1013-160
1013-160-450,Site General,1013-160
1013-160-999,Service Centre,1013-160
1013-160-999-030,Building or Structures,1013-160-999
1013-160-999-150,Mechanical Equipment,1013-160-999
1013-160-999-250,Vehicles,1013-160-999
1014-160,Customer Service Center,1014
1014-160-010,Bulk Material - Intake,1014-160
1014-160-010-030,Building or Structures,1014-160-010
1014-160-010-050,Conveying Equipment,1014-160-010
1014-160-010-090,Electrical Equipment,1014-160-010
1014-160-010-130,Lifting Equipment,1014-160-010
1014-160-010-150,Mechanical Equipment,1014-160-010
1014-160-010-170,"Pits, Sumps and Bunds",1014-160-010
1014-160-010-260,"Vessels, Tanks, Hoppers",1014-160-010
1014-160-111,Despatch Plant 1,1014-160
1014-160-111-010,"Agitators, Mixers or Blenders",1014-160-111
1014-160-111-030,Building or Structures,1014-160-111
1014-160-111-050,Conveying Equipment,1014-160-111
1014-160-111-070,"Disintegrators, Crushers, Grinders",1014-160-111
1014-160-111-090,Electrical Equipment,1014-160-111
1014-160-111-150,Mechanical Equipment,1014-160-111
1014-160-111-210,Separating Equipment,1014-160-111
1014-160-111-260,"Vessels, Tanks, Hoppers",1014-160-111
1014-160-111-270,Weighing Equipment,1014-160-111
1014-160-300,Plant Air,1014-160
1014-160-300-040,"Compressors, Blowers, Fans",1014-160-300
1014-160-310,Electrical Distribution,1014-160
1014-160-310-090,Electrical Equipment,1014-160-310
1014-160-350,Stormwater,1014-160
1014-160-350-160,Piping Systems,1014-160-350
1014-160-350-170,"Pits, Sumps and Bunds",1014-160-350
1014-160-350-190,Pumps,1014-160-350
1014-160-350-260,"Vessels, Tanks, Hoppers",1014-160-350
1014-160-360,Effluent,1014-160
1014-160-360-160,Piping Systems,1014-160-360
1014-160-360-190,Pumps,1014-160-360
1014-160-360-260,"Vessels, Tanks, Hoppers",1014-160-360
1014-160-370,Roading and Grounds,1014-160
1014-160-370-220,Site Services Equipment,1014-160-370
1014-160-370-225,Site Safety Equipment,1014-160-370
1014-160-430,Buildings General,1014-160
1014-160-430-030,Building or Structures,1014-160-430
1014-160-430-090,Electrical Equipment,1014-160-430
1014-160-440,Vehicles,1014-160
1014-160-440-250,Vehicles,1014-160-440
1014-160-450,Site General,1014-160
1014-160-450-220,Site Services Equipment,1014-160-450
1014-160-450-225,Site Safety Equipment,1014-160-450
1014-160-999,Old - Service Centre,1014-160
1014-160-999-010,"Agitators, Mixers or Blenders",1014-160-999
1014-160-999-090,Electrical Equipment,1014-160-999
1014-160-999-150,Mechanical Equipment,1014-160-999
1014-160-999-160,Piping Systems,1014-160-999
1015-160,Customer Service Center,1015
1015-160-010,Raw Material Intake,1015-160
1015-160-111,Despatch Plant 1,1015-160
1015-160-300,Plant Air,1015-160
1015-160-310,Electrical Distribution,1015-160
1015-160-370,Roading and Grounds,1015-160
1015-160-430,Buildings General,1015-160
1015-160-430-030,Building or Structures,1015-160-430
1015-160-450,Site General,1015-160
1015-160-999,Service Centre,1015-160
1015-160-999-010,"Agitators, Mixers or Blenders",1015-160-999
1015-160-999-050,Conveying Equipment,1015-160-999
1015-160-999-090,Electrical Equipment,1015-160-999
1015-160-999-170,"Pits, Sumps and Bunds",1015-160-999
1015-160-999-220,Site Services Equipment,1015-160-999
1015-160-999-250,Vehicles,1015-160-999
1015-160-999-260,"Vessels, Tanks, Hoppers",1015-160-999
1015-160-999-270,Weighing Equipment,1015-160-999
1016-160,Customer Service Center,1016
1016-160-010,Bulk Material - Intake,1016-160
1016-160-111,Despatch Plant 1,1016-160
1016-160-310,Electrical Distribution,1016-160
1016-160-350,Stormwater,1016-160
1016-160-360,Effluent,1016-160
1016-160-370,Roading and Grounds,1016-160
1016-160-430,Buildings General,1016-160
1016-160-450,Site General,1016-160
1016-160-999,Service Centre,1016-160
1016-160-999-010,"Agitators, Mixers or Blenders",1016-160-999
1016-160-999-030,Building or Structures,1016-160-999
1016-160-999-050,Conveying Equipment,1016-160-999
1016-160-999-090,Electrical Equipment,1016-160-999
1016-160-999-150,Mechanical Equipment,1016-160-999
1016-160-999-160,Piping Systems,1016-160-999
1016-160-999-170,"Pits, Sumps and Bunds",1016-160-999
1016-160-999-190,Pumps,1016-160-999
1016-160-999-220,Site Services Equipment,1016-160-999
1016-160-999-250,Vehicles,1016-160-999
1016-160-999-260,"Vessels, Tanks, Hoppers",1016-160-999
1016-160-999-270,Weighing Equipment,1016-160-999
1017-160,Customer Service Center,1017
1017-160-999,Service Centre,1017-160
1017-160-999-010,"Agitators, Mixers or Blenders",1017-160-999
1017-160-999-030,Building or Structures,1017-160-999
1017-160-999-050,Conveying Equipment,1017-160-999
1017-160-999-090,Electrical Equipment,1017-160-999
1017-160-999-150,Mechanical Equipment,1017-160-999
1017-160-999-170,"Pits, Sumps and Bunds",1017-160-999
1017-160-999-220,Site Services Equipment,1017-160-999
1017-160-999-250,Vehicles,1017-160-999
1017-160-999-270,Weighing Equipment,1017-160-999
1018-160,Customer Service Center,1018
1018-160-010,Raw Material Intake,1018-160
1018-160-111,Despatch Plant 1,1018-160
1018-160-111-010,"Agitators, Mixers or Blenders",1018-160-010
1018-160-111-030,Building or Structures,1018-160-111
1018-160-111-050,Conveying Equipment,1018-160-010
1018-160-111-070,"Disintegrators, Crushers, Grinders",1018-160-111
1018-160-111-090,Electrical Equipment,1018-160-111
1018-160-111-150,Mechanical Equipment,1018-160-111
1018-160-111-210,Separating Equipment,1018-160-111
1018-160-111-270,Weighing Equipment,1018-160-111
1018-160-300,Plant Air,1018-160
1018-160-310,Electrical Distribution,1018-160
1018-160-350,Stormwater,1018-160
1018-160-370,Roading and Grounds,1018-160
1018-160-370-220,Site Services Equipment,1018-160-370
1018-160-430,Buildings General,1018-160
1018-160-430-030,Building or Structures,1018-160-430
1018-160-999,Service Centre,1018-160
1018-160-999-090,Electrical Equipment,1018-160-999
1018-160-999-170,"Pits, Sumps and Bunds",1018-160-999
1018-160-999-190,Pumps,1018-160-999
1018-160-999-220,Site Services Equipment,1018-160-999
1018-160-999-250,Vehicles,1018-160-999
1018-160-999-260,"Vessels, Tanks, Hoppers",1018-160-999
1018-160-999-270,Weighing Equipment,1018-160-999
1019-160,Customer Service Center,1019
1019-160-111,Despatch Plant 1,1019-160
1019-160-310,Electrical Distribution,1019-160
1019-160-350,Stormwater,1019-160
1019-160-370,Roading and Grounds,1019-160
1019-160-430,Buildings General,1019-160
1019-160-999,Service Centre,1019-160
1019-160-999-010,"Agitators, Mixers or Blenders",1019-160-999
1019-160-999-030,Building or Structures,1019-160-999
